id,Kropki,Kreski,Robaki,Artefakty
9424500,0,0,0,1
9424501,0,0,0,1
9424502,0,0,0,1
9424504,0,0,0,1
9424505,0,0,0,1
9424763,0,0,0,1
9424764,0,0,0,1
9424768,0,0,0,1
9424769,0,0,0,1
9424770,0,0,0,1
9424773,0,0,0,1
9424776,0,0,0,1
9424779,0,0,0,1
9424781,0,0,0,1
9424793,0,0,0,1
9424801,0,0,0,1
9424808,0,0,0,1
9424809,0,0,0,1
9424899,0,0,0,1
9424900,0,0,0,1
9424901,0,0,0,1
9424902,0,0,0,1
9424903,0,0,0,1
9424905,0,0,0,1
9424906,0,0,0,1
9424907,0,0,0,1
9424914,0,0,0,1
9424917,0,0,0,1
9424925,0,0,0,1
9424943,0,0,0,1
9424946,0,0,0,1
9424947,0,0,0,1
9424948,0,0,0,1
9424950,0,0,0,1
9424952,0,0,0,1
9424998,0,0,0,1
9425045,0,0,0,1
9425046,0,0,0,1
9425047,0,0,0,1
9425170,0,0,0,1
9425330,0,0,0,1
9425342,0,0,0,1
9425344,0,0,0,1
9425350,0,0,0,1
9425351,0,0,0,1
9425352,0,0,0,1
9425435,0,0,0,1
9425489,0,0,0,1
9425941,0,0,0,1
9425943,0,0,0,1
9428962,0,0,0,1
9428964,0,0,0,1
9429380,0,0,0,1
9431054,0,0,0,1
9431639,0,0,0,1
9431642,0,0,0,1
9431645,0,0,0,1
9431646,0,0,0,1
9433970,0,0,0,1
9433974,0,0,0,1
9434801,0,0,0,1
9436871,0,0,0,1
9437102,0,0,0,1
9438079,0,0,0,1
9438204,0,0,0,1
9438321,0,0,0,1
9440104,0,0,0,1
9441842,0,0,0,1
9441916,0,0,0,1
9441926,0,0,0,1
9441929,0,0,0,1
9441935,0,0,0,1
9441939,0,0,0,1
9441953,0,0,0,1
9441954,0,0,0,1
9441958,0,0,0,1
9441978,0,0,0,1
9441981,0,0,0,1
9441982,0,0,0,1
9441990,0,0,0,1
9441993,0,0,0,1
9441995,0,0,0,1
9442018,0,0,0,1
9442255,0,0,0,1
9444425,0,0,0,1
9444515,0,0,0,1
9444738,0,0,0,1
9446379,0,0,0,1
9457985,0,0,0,1
9460424,0,0,0,1
9461186,0,0,0,1
9463202,0,0,0,1
9463230,0,0,0,1
9463604,0,0,0,1
9463699,0,0,0,1
9463776,0,0,0,1
9463778,0,0,0,1
9463814,0,0,0,1
9463826,0,0,0,1
9463835,0,0,0,1
9463840,0,0,0,1
9463841,0,0,0,1
9463853,0,0,0,1
9463855,0,0,0,1
9463861,0,0,0,1
9463870,0,0,0,1
9463874,0,0,0,1
9463884,0,0,0,1
9463885,0,0,0,1
9463887,0,0,0,1
9463912,0,0,0,1
9463915,0,0,0,1
9463930,0,0,0,1
9463939,0,0,0,1
9463959,0,0,0,1
9463962,0,0,0,1
9463982,0,0,0,1
9464000,0,0,0,1
9464004,0,0,0,1
9464045,0,0,0,1
9464642,0,0,0,1
9464662,0,0,0,1
9464802,0,0,0,1
9464873,0,0,0,1
9465063,0,0,0,1
9465071,0,0,0,1
9465842,0,0,0,1
9465866,0,0,0,1
9465960,0,0,0,1
9466021,0,0,0,1
9466047,0,0,0,1
9466145,0,0,0,1
9466148,0,0,0,1
9466161,0,0,0,1
9466385,0,0,0,1
9466403,0,0,0,1
9467545,0,0,0,1
9469235,0,0,0,1
9469238,0,0,0,1
9469617,0,0,0,1
9473971,0,0,0,1
9475198,0,0,0,1
9475652,0,0,0,1
9477222,0,0,0,1
9479187,0,0,0,1
9479243,0,0,0,1
9479637,0,0,0,1
9480594,0,0,0,1
9480716,0,0,0,1
9480717,0,0,0,1
9481400,0,0,0,1
9481401,0,0,0,1
9481418,0,0,0,1
9481419,0,0,0,1
9481421,0,0,0,1
9481422,0,0,0,1
9481424,0,0,0,1
9481655,0,0,0,1
9481965,0,0,0,1
9482012,0,0,0,1
9482020,0,0,0,1
9482031,0,0,0,1
9482032,0,0,0,1
9482038,0,0,0,1
9482041,0,0,0,1
9482044,0,0,0,1
9482045,0,0,0,1
9482046,0,0,0,1
9482101,0,0,0,1
9482103,0,0,0,1
9482134,0,0,0,1
9482138,0,0,0,1
9482147,0,0,0,1
9482150,0,0,0,1
9482151,0,0,0,1
9482153,0,0,0,1
9482154,0,0,0,1
9483843,0,0,0,1
9485951,0,0,0,1
9485955,0,0,0,1
9486046,0,0,0,1
9486467,0,0,0,1
9486469,0,0,0,1
9486471,0,0,0,1
9486476,0,0,0,1
9486479,0,0,0,1
9486481,0,0,0,1
9486522,0,0,0,1
9487074,0,0,0,1
9487193,0,0,0,1
9487220,0,0,0,1
9487231,0,0,0,1
9487315,0,0,0,1
9487353,0,0,0,1
9487354,0,0,0,1
9487355,0,0,0,1
9487357,0,0,0,1
9487362,0,0,0,1
9487365,0,0,0,1
9487367,0,0,0,1
9487368,0,0,0,1
9487371,0,0,0,1
9487372,0,0,0,1
9487376,0,0,0,1
9487379,0,0,0,1
9487380,0,0,0,1
9487382,0,0,0,1
9487383,0,0,0,1
9487452,0,0,0,1
9487453,0,0,0,1
9487454,0,0,0,1
9487457,0,0,0,1
9487459,0,0,0,1
9487463,0,0,0,1
9487464,0,0,0,1
9487484,0,0,0,1
9487485,0,0,0,1
9487497,0,0,0,1
9487506,0,0,0,1
9487591,0,0,0,1
9487593,0,0,0,1
9487598,0,0,0,1
9487612,0,0,0,1
9487615,0,0,0,1
9487619,0,0,0,1
9487623,0,0,0,1
9487625,0,0,0,1
9487626,0,0,0,1
9487627,0,0,0,1
9487628,0,0,0,1
9487777,0,0,0,1
9487806,0,0,0,1
9488150,0,0,0,1
9488633,0,0,0,1
9489080,0,0,0,1
9489274,0,0,0,1
9489395,0,0,0,1
